Design tryp_calc_EC50 chymo_calc_EC50 tryp_low_EC50 chymo_low_EC50 tryp_high_EC50 chymo_high_EC50 tryp_width_EC50 chymo_width_EC50 tryp_unfolded_EC50 chymo_unfolded_EC50
WOKFZVWL 4.36148919704 2.32659714688 4.3 2.3 4.4 2.4 0.1 0.1 0.19 -0.08
MGOMILNX 5.29493521095 5.06309911972 5.2 5.0 5.3 5.0 0.1 0.0 -0.03 -0.38
FZDQWTQH 4.04250701398 1.3375473617 3.5 1.1 4.7 1.9 1.2 0.8 0.19 -0.76
CEQFMZKX 3.40668337749 2.38427646145 3.4 2.4 3.5 2.4 0.1 0.0 -0.14 -0.50
KZOVYJXY 3.59542764745 4.17514219027 3.5 4.1 3.7 4.2 0.2 0.1 -0.20 -0.07
XHSZGBFK 4.13463040385 2.39564710237 4.0 2.3 4.3 2.5 0.3 0.2 -0.23 -0.10
HOCRFGNL 4.46561885241 0.677913177979 4.2 0.2 4.9 1.5 0.7 1.3 0.16 -0.30
WXMLAXLY 5.54333850122 5.22695725502 5.5 5.2 5.5 5.2 0.0 0.0 -0.69 -0.74
TXSZQAPP 4.29500533116 3.08285963358 4.2 3.0 4.3 3.1 0.1 0.1 -0.19 -0.29
RXXSMIAH 5.44570854827 4.2572440274 5.4 4.2 5.5 4.2 0.1 0.0 -0.01 0.24
IKPKFXSK 4.01404058451 -0.0109547351661 1.2 -0.5 4.5 1.6 3.3 2.1 0.26 -0.64
ECBTZZZL 4.26047885794 2.63295728577 4.0 2.5 4.6 2.8 0.6 0.3 0.25 -0.52
FHNASZRJ 5.53094393234 5.3676480064 5.2 5.3 6.6 5.4 1.4 0.1 -0.12 -0.14
SBVKDQVI 4.18218507323 2.23227711109 3.4 2.1 4.3 2.4 0.9 0.3 -0.64 -0.36
DYRSXABL 4.43665249303 2.41620325858 4.3 2.4 4.8 2.5 0.5 0.1 -0.10 -0.15
grc_DXTUZVLW 2.32011927347 0.239769028515 2.3 0.1 2.3 0.4 0.0 0.3 0.34 -0.36
DXTUZVLW 0.601806449139 -0.0957461214829 0.4 -0.5 1.0 0.2 0.6 0.7 0.34 -0.35
ICSOWRVV 5.37744129568 4.1479016506 5.3 4.1 5.4 4.2 0.1 0.1 0.32 -0.55
AZZGZLEW 5.30726086008 2.30600756154 5.1 2.2 5.5 2.4 0.4 0.2 0.29 -0.69
AJDACPDO 5.12895376664 4.21929536371 5.0 4.2 5.2 4.2 0.2 0.0 0.33 0.23
FDAWWNQR 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.17 -0.36
WJBPZDUK 4.49088458727 2.50946510931 4.4 2.4 4.8 3.1 0.4 0.7 -0.11 -0.49
grc_KSWGPQVI 4.45790164273 2.91664411636 4.4 2.9 4.5 2.9 0.1 0.0 0.15 0.26
KSWGPQVI 4.4749915242 3.12368139977 4.4 3.1 4.5 3.2 0.1 0.1 0.15 0.32
CUVAUAFX 3.37863278257 2.11401854356 3.3 2.0 3.5 2.2 0.2 0.2 -0.06 0.38
BKWRPEDJ 5.3945309729 5.11771478055 5.3 5.1 5.5 5.1 0.2 0.0 -0.17 -0.24
BKIVQYPD 2.20714847238 1.30359815304 2.1 1.1 2.3 1.6 0.2 0.5 0.78 0.53
ARXVJOGC 4.39281936497 4.15031973607 4.4 4.1 4.4 4.2 0.0 0.1 -0.05 0.02
VZIRVQTJ 3.41033584284 2.50476028995 3.4 2.5 3.5 2.5 0.1 0.0 -0.35 -0.78
VHCDHBOV 4.2527150856 2.63166789621 4.2 2.6 4.3 2.7 0.1 0.1 -0.52 -0.88
FSCJUJFS 4.38840357097 5.26403340532 4.3 5.2 4.8 5.3 0.5 0.1 -0.10 -0.24
AYHNSGBL 3.29027663577 1.33526648735 3.2 1.1 3.4 1.7 0.2 0.6 -0.35 -0.91
NVPXZPJR 4.45353278296 3.06004881883 4.4 3.0 4.5 3.1 0.1 0.1 -0.13 -0.51
IVINBJQN 5.16686299005 3.18903048345 5.1 3.2 5.2 3.2 0.1 0.0 -0.40 -0.26
ZNAZSYXF 3.54699584308 2.07573956041 3.4 1.6 3.7 2.2 0.3 0.6 -0.18 -0.52
BDNCVIXN 2.90180445763 3.25335455974 2.6 -0.3 3.2 7.3 0.6 7.6 -0.23 -0.46
GMBMCECS 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.06 -0.34
MOLVYDAN 4.31406440908 2.22813869951 4.3 2.2 4.4 2.3 0.1 0.1 0.05 -0.32
JZBXIKMI 1.30558801374 0.614313757504 0.7 0.3 1.9 1.2 1.2 0.9 -0.30 -0.75
FNGEHDFY 4.73153463743 5.42228669064 4.5 5.3 5.2 5.5 0.7 0.2 -0.42 -0.42
NCBPLEZO 4.92262272569 4.19496092131 4.8 4.2 5.0 4.2 0.2 0.0 -0.15 -0.24
LNMFDPQI 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 0.41 0.26
HQTYTLRA 3.3477103073 2.37853848215 3.3 2.1 3.4 2.7 0.1 0.6 0.02 -0.43
DOMZNLLW 3.39641085542 4.20201504582 3.3 4.1 3.5 4.3 0.2 0.2 -0.12 0.00
ADPSQUPO 5.04572555487 3.01520422539 4.9 2.7 5.2 3.4 0.3 0.7 -0.08 -0.20
DKUXVLIX 4.72683665237 2.92986233467 4.6 2.9 4.8 3.0 0.2 0.1 -0.45 -0.64
YFJPSVSQ 4.51988850099 2.53273802346 4.4 2.5 4.6 2.6 0.2 0.1 0.15 0.18
MOPESNNP 5.45078636258 5.10317362854 5.4 5.1 5.5 5.1 0.1 0.0 -0.38 -0.55
tlc_MWWMBAAE -0.163995887917 0.112141761219 -0.5 -0.2 0.1 0.3 0.6 0.5 -0.68 -1.00
MWWMBAAE 0.0897721756011 0.0754989026887 -0.5 -0.5 1.1 1.1 1.6 1.6 -0.68 -1.02
OMMDLOCC 5.2102423608 5.39187821024 5.1 5.3 5.3 5.4 0.2 0.1 0.08 -0.30
ECRSNHNS 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.32 -0.42
PJSOZSJE 4.26468877949 2.86426438283 4.2 2.7 4.4 3.0 0.2 0.3 -0.05 0.13
TFRHBWTT 4.1095114924 2.55895761918 4.0 2.5 4.2 3.0 0.2 0.5 0.03 -0.13
BDNJUBBP 2.22587004816 1.18994977748 2.2 0.9 2.3 1.5 0.1 0.6 -0.08 -0.61
NTTWQDGS 2.51717125261 3.96536055597 2.4 1.7 2.8 7.4 0.4 5.7 -0.01 -0.25
SORMMPTT 5.09349697619 2.59394179143 5.0 2.6 5.2 2.6 0.2 0.0 -0.16 0.34
YTXMJWAN 4.54631345452 3.01294817078 4.5 2.9 4.6 3.1 0.1 0.2 -0.11 -0.26
HKJAZUYU 4.31975551451 3.00108521122 4.2 2.9 4.4 3.1 0.2 0.2 -0.50 -0.53
KRQLSJJA 3.75499414981 2.48065617548 3.6 2.4 4.0 2.6 0.4 0.2 0.12 -0.51
VSVYYFGK 5.27645673121 5.2571074377 5.1 5.2 5.4 5.3 0.3 0.1 -0.36 -0.94
EVFXIMJL 4.38104359566 2.45005762785 4.3 2.4 4.5 2.6 0.2 0.2 -0.52 -0.55
AREHWESH 3.56181379618 1.23054850138 3.5 1.0 3.7 1.5 0.2 0.5 0.15 -0.59
NNRQQMNA 4.28049942756 2.20842364027 4.3 2.2 4.3 2.2 0.0 0.0 0.06 -0.20
JGFINBHV 3.21992373306 1.55641554372 3.2 1.4 3.2 1.7 0.0 0.3 -0.06 -0.38
LAZUGSIW 4.4421808116 3.11014598206 4.4 3.1 4.5 3.1 0.1 0.0 0.23 0.02
CCAPAYBF 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 0.12 -0.03
COXPICWV 3.45587216614 0.993907930164 3.2 0.5 5.0 1.8 1.8 1.3 0.80 -0.46
tlc_MEOTLDVC 4.55073651707 2.41302560064 4.5 2.4 4.8 2.5 0.3 0.1 0.20 0.22
MEOTLDVC 0.0897721756011 1.06109230712 -0.5 0.5 1.9 6.3 2.4 5.8 0.12 0.01
AVQPUMRK 4.20747653472 2.32619559434 4.1 2.2 4.3 2.5 0.2 0.3 0.10 -0.12
TSNCTJOO 5.04174874661 2.37050491256 4.6 2.3 5.3 2.5 0.7 0.2 -0.41 -0.96
YLSFVRWS 3.27328764312 0.318308588219 3.2 0.1 3.4 0.6 0.2 0.5 0.47 -0.20
IOEMQMXK 5.1592826972 5.11306074956 5.0 5.1 5.3 5.1 0.3 0.0 -0.15 -0.33
DHQQXYID 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 0.54 0.12
FGDTCEVC 2.59817448633 2.16666586329 2.4 1.8 2.8 2.4 0.4 0.6 -0.02 -0.72
DSVTNMYZ 5.19206863931 5.12451626127 5.1 5.1 5.3 5.1 0.2 0.0 0.11 0.14
BJBBSOAN 4.52478094599 2.38845324235 4.5 2.3 4.6 2.5 0.1 0.2 -0.18 -0.79
CIEAIELT 5.24247420744 2.47034440888 5.1 2.4 5.4 2.6 0.3 0.2 0.30 -0.66
MODJZUAF 2.30421846162 2.36938647154 2.2 1.6 2.4 2.8 0.2 1.2 0.07 0.60
IJQIUFSB 3.44542301294 2.50909329513 3.4 2.4 3.6 2.6 0.2 0.2 0.36 0.26
tlc_YOQTVTVK 3.37802574118 2.27836504862 3.4 2.2 3.4 2.3 0.0 0.1 -0.16 -0.05
YOQTVTVK 4.01496008696 2.31600189793 4.0 2.3 4.0 2.3 0.0 0.0 -0.31 -0.49
BBIKYHBF 5.37558338915 5.39678445754 5.3 5.3 5.5 5.4 0.2 0.1 -0.28 -0.53
SUZADNSD 2.57521910979 5.24974849567 2.4 5.2 3.3 5.3 0.9 0.1 0.62 0.43
XZGXZKPX 4.31264697696 1.47152870689 4.2 1.3 4.4 1.8 0.2 0.5 -0.36 -0.41
QRIQVYRK 3.43546100982 2.54622185464 3.4 2.5 3.5 2.6 0.1 0.1 -0.46 0.27
CJTURSGV 3.36630928867 1.44522526319 3.3 1.3 3.4 1.7 0.1 0.4 -0.66 -0.71
YTZKAVDF 5.18188051962 3.07444352165 5.0 3.0 5.4 3.1 0.4 0.1 0.01 -0.30
LZRPCMJF 4.55596492234 2.64725795907 4.4 2.6 4.8 3.0 0.4 0.4 -0.28 -0.31
LJSCAYDL 3.47248076982 3.00757456293 3.4 2.9 3.6 3.1 0.2 0.2 -0.45 -0.40
JABJYDXB 4.25552205864 2.4565327734 4.2 2.4 4.4 2.5 0.2 0.1 -0.20 -0.27
CXCJBGXM 5.37747792548 4.29141597338 5.3 4.3 5.4 4.3 0.1 0.0 0.78 0.21
QAMSRDDC 4.86823899649 4.26493946955 4.6 4.2 5.1 4.3 0.5 0.1 0.32 -0.20
TIJLRKQW 3.18213467342 2.40053770139 1.2 2.3 3.8 2.5 2.6 0.2 -0.76 -1.02
VYDXRBQM 4.5594324447 1.64489197127 4.5 1.5 4.7 1.9 0.2 0.4 0.35 -0.09
FHJNDFFR 2.62804525189 0.337888269026 2.4 -0.5 3.1 7.1 0.7 7.6 0.46 0.28
ASWPSGDP 3.23457819697 1.16899794766 3.2 1.0 3.3 1.4 0.1 0.4 0.08 0.81
QELUWYXO 2.3392508368 1.2325312257 2.3 1.1 2.4 1.4 0.1 0.3 0.27 0.06
HOFQHUOY 3.60406292523 2.4631678485 3.4 2.3 3.9 2.7 0.5 0.4 0.10 -0.13
DICNARSP 4.22935579447 2.29930712476 4.1 2.2 4.3 2.4 0.2 0.2 -0.53 -0.71
AALMXQZH 1.95344178262 2.08831907672 1.8 2.0 2.1 2.2 0.3 0.2 -0.24 -0.17
EKEIBGWK 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 0.31 0.09
AUGLRGZG 4.35240931528 4.18247301287 4.3 4.1 5.0 4.2 0.7 0.1 0.13 -0.17
DYAAKTVM 4.04045076825 2.63939703586 3.6 0.0 4.7 3.3 1.1 3.3 -0.07 -0.44
CCDDCJBY 4.36607074265 1.11380540239 4.2 0.8 4.6 1.5 0.4 0.7 0.22 0.09
LUEELCHF 4.63831923049 5.11494749132 4.5 5.1 4.9 5.1 0.4 0.0 0.14 -0.37
BQSAPIGQ 4.61215613031 2.39623938619 4.4 2.3 4.9 2.5 0.5 0.2 -0.02 -0.46
YOPRFUTV 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.35 -0.35
grc_DDNMURNN 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 0.05 -0.59
DDNMURNN 3.27059967937 2.59218285355 3.2 2.5 3.3 2.8 0.1 0.3 0.06 -0.58
VJLXZQXC 4.33651350749 3.26466490136 4.1 2.9 4.6 5.0 0.5 2.1 -0.48 -0.95
tlc_AXLURBFQ 3.36010615773 0.903764406308 2.3 0.5 3.6 1.3 1.3 0.8 0.06 -0.03
AXLURBFQ 3.50377075646 2.27158228891 3.4 2.2 3.7 2.4 0.3 0.2 0.06 -0.07
AHLTCVSU 3.36085686819 2.75960692056 3.2 2.6 3.5 3.0 0.3 0.4 -0.01 -0.13
EOEXTJWF 2.34651566001 2.5136208427 2.3 2.4 2.4 2.7 0.1 0.3 -0.44 -0.68
HWDWKZFU 5.11428045886 2.98234352689 4.9 2.9 5.3 3.1 0.4 0.2 -0.08 -0.44
BSNYSFBB 3.2378310699 2.72060906635 -0.3 2.6 7.3 3.1 7.6 0.5 -0.13 -0.51
PCPMTRQO 4.95061846116 3.03958161373 4.8 3.0 5.1 3.1 0.3 0.1 -0.73 -0.61
tlc_PCPMTRQO 5.09220025633 5.24341616433 4.5 5.1 7.3 5.3 2.8 0.2 -0.70 -0.68
AHKPGFLH 4.46709888733 3.02344429293 4.4 2.9 4.6 3.1 0.2 0.2 0.02 -0.39
HUDTOVJQ 5.3589031432 2.61377920817 5.2 2.5 5.5 2.9 0.3 0.4 -0.49 -0.40
BREAMJQG 4.32031773999 2.97598909166 4.3 2.9 4.3 3.0 0.0 0.1 -0.18 -0.38
EDAOAYEF 2.28789535664 2.41206309354 2.2 2.1 2.4 2.8 0.2 0.7 -0.17 -0.08
ZDCTCBRM 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.46 -0.65
TCOKSQAJ 5.06391967295 2.5030019284 4.2 2.5 5.2 2.5 1.0 0.0 -0.60 -0.21
EWBIMZLA 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.04 -0.06
VICWBOXB 4.09294455498 2.70300864017 3.6 2.7 4.2 2.8 0.6 0.1 -0.26 0.01
NGPZIVXP 3.47413606415 2.4794980019 3.4 2.4 3.5 2.6 0.1 0.2 -0.22 -0.78
LWIENWRK 4.42829998195 3.06164412196 4.3 3.0 4.5 3.1 0.2 0.1 0.01 -0.59
EXRXJSNW 3.40726898211 1.31292499676 3.4 1.2 3.5 1.5 0.1 0.3 0.17 -0.27
ZWOIFRYY 5.10702747893 2.47530521292 4.8 2.4 5.4 2.6 0.6 0.2 -0.19 -0.35
CBHMBYYN 5.10438479738 1.25676144442 4.6 -0.2 7.1 7.3 2.5 7.5 0.05 -0.49
VFXIHEMQ 4.75819529875 3.09034885625 4.5 2.7 5.1 3.3 0.6 0.6 0.36 0.11
PJZXHOOO 3.56835546788 1.38780560938 3.5 1.3 4.1 1.6 0.6 0.3 0.23 0.07
LBHCZGSE 3.74973864693 1.10135647296 1.4 0.8 4.2 1.5 2.8 0.7 -0.05 -0.42
MJWMHPCX 2.44985202784 0.414410904296 2.3 0.0 2.6 1.0 0.3 1.0 0.09 0.06
MWSLFINJ 4.16770860543 2.18901497411 4.1 2.2 4.2 2.2 0.1 0.0 -0.05 -0.33
NDRQIEIK 4.26929200645 2.87714797964 4.2 2.8 4.3 2.9 0.1 0.1 0.32 0.32
ITRMNUTG 3.35461783597 5.20675101957 3.3 5.1 3.5 5.3 0.2 0.2 -0.15 0.25
KHLBBUXP 2.7083498666 4.00515655137 2.5 1.8 7.3 7.4 4.8 5.6 -0.15 -0.30
tlc_XVCLIPDB 4.90734152812 4.1358389271 4.4 4.1 5.0 4.1 0.6 0.0 -0.10 0.09
XVCLIPDB 4.91188222428 4.18460585842 4.8 4.2 5.0 4.2 0.2 0.0 -0.16 -0.07
grc_GSWYWEZV 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.17 -0.55
GSWYWEZV 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.15 -0.54
FOODRTKD 5.20617781581 3.09001980276 5.1 3.0 5.3 3.2 0.2 0.2 0.21 -0.28
VSQUOQKB 4.07784439127 4.05529150329 4.0 4.0 4.1 4.1 0.1 0.1 0.09 -0.19
EBOSBRFK 3.55997833393 2.46441711296 3.5 2.4 3.6 2.5 0.1 0.1 0.01 -0.12
tlc_EBOSBRFK 3.0697808706 2.30899950867 3.1 2.3 3.1 2.3 0.0 0.0 0.08 -0.12
OCJGALVD 3.39941686002 2.20768913925 3.3 2.1 3.5 2.3 0.2 0.2 -0.49 -0.52
CYBBPYWB 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.33 -0.24
PKHXOTKH 4.20923278507 4.28835509189 4.1 4.3 4.3 4.3 0.2 0.0 -0.08 0.21
VCHPIAKP 2.37593485396 1.676646449 2.3 1.4 2.5 2.1 0.2 0.7 0.44 -0.07
CDSBAIGY 5.41100340484 5.1034443812 5.3 5.1 5.6 5.1 0.3 0.0 -0.01 0.07
UJZORNID 4.42674311319 3.06839144405 4.2 3.0 4.9 3.2 0.7 0.2 0.30 -0.20
EXXFOHVK 2.29115494974 0.993337008473 2.2 0.7 2.4 1.3 0.2 0.6 0.05 -0.52
NHCSUDBL 4.33884908591 2.13098600099 4.2 2.0 4.6 2.3 0.4 0.3 -0.19 -0.31
UIBCCIIM 4.28110721771 2.22790820412 4.2 2.1 4.4 2.3 0.2 0.2 0.72 0.69
VOVUNZIS 5.08395571906 3.08420768561 4.9 2.9 5.3 3.2 0.4 0.3 -0.16 -0.76
scr_TJLZYLTH 3.52423306366 1.50144635202 3.4 1.2 3.7 2.0 0.3 0.8 -0.50 -0.39
TQWSADBJ 4.72946251537 2.9773096689 4.6 2.9 4.8 3.0 0.2 0.1 -0.44 -0.55
DENLGZAS 3.20721116251 2.19760940399 3.2 2.1 3.3 2.3 0.1 0.2 0.22 -0.42
IEHBKCJH 4.52232453227 2.603318249 4.5 2.6 4.6 2.6 0.1 0.0 0.76 0.12
HWWZMXYN 5.25061337023 5.21272806261 5.2 5.2 5.3 5.2 0.1 0.0 -0.40 -0.41
CGEFZMNE 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.44 -0.77
PTISFXQL 4.17856746481 1.05694611135 3.9 0.6 4.5 2.2 0.6 1.6 -0.22 -0.39
BANEKSWW 4.62576691726 5.22794871216 4.3 5.1 5.2 5.3 0.9 0.2 -0.21 -0.17
DLTZQFHZ 4.37926633106 2.47470094853 4.2 2.3 4.7 2.7 0.5 0.4 0.86 0.45
HOOIYVVJ 6.4471125909 5.07895607495 5.9 4.3 7.5 5.1 1.6 0.8 -0.58 -0.58
IWFOTUCJ 4.31873484969 2.40203606374 4.2 2.4 4.4 2.5 0.2 0.1 -0.18 -0.43
DQWFOZZM 5.00215900055 4.11133176002 4.8 4.1 5.2 4.1 0.4 0.0 -0.02 0.55
OJRTGMGM 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 0.31 0.76
JSWPGKSM 4.59318780454 2.36919026786 4.3 1.5 5.0 2.8 0.7 1.3 -0.35 -0.14
tlc_AKSULAKM 3.46249840837 0.547428883883 3.4 0.3 3.6 0.9 0.2 0.6 -0.48 -0.29
AKSULAKM 2.34589722225 2.26376226438 2.3 2.1 2.4 2.4 0.1 0.3 -0.55 -0.66
tlc_PAZYWYGZ 5.27356753005 2.39970410129 5.2 2.3 5.3 2.5 0.1 0.2 0.38 -0.36
PAZYWYGZ 4.85088680988 2.44164135175 4.5 2.4 4.9 2.5 0.4 0.1 0.31 -0.36
DEBHPMAV 5.69932254849 5.11551417031 5.6 5.1 5.8 5.1 0.2 0.0 0.32 0.08
DBUBWTAA 2.29338633665 3.25335455974 -0.5 -0.3 2.5 7.3 3.0 7.6 0.27 -0.13
EPKFMDJG 3.36712998827 3.25335455974 2.9 -0.3 3.9 7.3 1.0 7.6 0.40 -0.11
KHJIPWOU 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.34 -0.21
TWGWAELC 4.34294234485 2.73889292668 4.2 2.6 4.5 2.9 0.3 0.3 0.10 -0.21
KJOITVMR 4.10666473265 1.60632924569 4.0 1.4 4.2 2.0 0.2 0.6 0.49 -0.21
SCWMCMXZ 4.4904787921 5.22321294871 4.4 5.2 4.6 5.2 0.2 0.0 -0.09 -0.22
KZFBIRGP 4.91645178195 3.30917741459 4.7 3.2 5.2 4.1 0.5 0.9 -0.20 -0.48
YSELYHYH 4.40649064455 2.426975055 4.3 2.4 4.5 2.4 0.2 0.0 -0.19 -0.55
DFVLUWVN 4.26839100976 1.04663904035 4.1 0.7 4.5 1.5 0.4 0.8 -0.23 0.17
ZNPYENDF 3.01466237638 1.85434935657 2.7 1.3 3.3 2.3 0.6 1.0 -0.24 -0.37
ZNFCGNTF 4.19844964164 3.0416004919 4.1 2.7 4.3 3.2 0.2 0.5 0.15 0.49
DEZRQXTE 3.65098242554 2.92670952705 3.6 2.5 3.8 3.0 0.2 0.5 -0.17 -0.00
LZKMIYZI 3.46804311808 1.36107463745 3.4 1.3 3.6 1.5 0.2 0.2 0.65 0.27
EUSYZYGF 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.10 -0.53
QSGZTGEL 3.62138830541 1.43680584823 3.4 1.1 4.3 6.7 0.9 5.6 -0.12 -0.63
SVECIJBU 5.08443985497 2.42113166148 5.0 2.4 5.2 2.5 0.2 0.1 0.24 -0.79
KOJBYRJI 4.90139756301 2.94311873723 4.8 2.9 4.9 3.0 0.1 0.1 -0.16 -0.61
DZCGHHOK 5.04977668683 2.55293421635 4.9 2.4 5.2 3.2 0.3 0.8 -0.26 0.10
NKSOVJSH 4.41587312919 2.38897150866 4.3 2.3 5.1 2.5 0.8 0.2 -0.20 -0.47
XZMSBPMX 3.28469394126 2.54444176013 3.2 2.4 3.4 2.7 0.2 0.3 -0.04 -0.29
EVUXMPXP 4.15114593575 0.452585326674 3.6 0.2 4.4 0.9 0.8 0.7 0.12 -0.10
DPWHQMXK 5.35881938783 4.3750975127 5.3 4.4 5.4 4.4 0.1 0.0 0.34 0.24
GGVQVNFM 4.38021976816 2.53279257673 4.3 2.5 4.5 2.6 0.2 0.1 -0.15 -0.12
JFMYFDMK 3.12523420045 3.13761937122 2.5 3.1 3.2 3.2 0.7 0.1 0.22 0.14
tlc_NEIVHFXU 4.41170484278 1.23368630918 4.3 1.1 4.6 1.4 0.3 0.3 0.57 -0.10
NEIVHFXU 4.42992950122 2.5072944291 4.3 2.5 4.5 2.6 0.2 0.1 0.57 0.04
FUBTXZFU 5.1179747687 4.25001275128 5.1 4.2 5.1 4.2 0.0 0.0 -0.16 -0.48
CKZOSKLL 5.24553058669 5.32678911004 5.1 5.3 5.4 5.3 0.3 0.0 -0.81 -0.69
IPFPCICF 2.33422491771 3.25335455974 2.2 -0.3 2.4 7.3 0.2 7.6 -0.10 -0.59
BNYQFNCO 1.26262312603 1.45788968031 0.8 1.1 6.3 7.1 5.5 6.0 0.56 0.33
CBXWAMDN 2.36957006498 0.52724511352 2.3 0.4 2.4 0.8 0.1 0.4 0.07 -0.13
KPKOHDKE 3.46771131922 1.45853744452 3.4 1.3 3.5 1.7 0.1 0.4 0.17 -0.81
HXNZVSSC 4.41362860093 2.55222291315 4.3 2.5 4.5 2.9 0.2 0.4 -0.30 -0.59
DCAPGAJD 5.26027316918 3.05569578856 5.2 3.0 5.3 3.1 0.1 0.1 0.43 -0.06
JHKIDFDJ 5.15760865304 3.19165115176 5.1 3.1 5.2 3.2 0.1 0.1 0.53 -0.14
grc_UUSXWWYV 4.9621830865 2.25215998171 4.7 2.1 5.2 2.4 0.5 0.3 -0.14 -0.38
UUSXWWYV 4.92080418949 2.16108406839 4.8 2.0 5.1 2.3 0.3 0.3 -0.14 -0.38
OKGOTOMZ 3.55974989418 1.27224440646 3.5 1.1 3.7 1.7 0.2 0.6 -0.36 -0.49
FCBBFNDQ 4.45483977086 2.95880979598 4.3 2.6 4.6 3.1 0.3 0.5 -0.42 -0.63
HBKFDPUZ 3.37104295511 2.98053071855 3.3 2.9 3.4 3.0 0.1 0.1 -0.43 -0.89
QHMCJALR 4.18196862578 3.06489431411 4.1 3.0 4.3 3.1 0.2 0.1 -0.06 0.26
BPOXZNRA 2.33275810888 1.34251182468 2.2 1.1 2.5 1.7 0.3 0.6 0.01 -0.21
GVABFTOC 4.30221634303 2.58029018425 4.2 2.5 4.5 3.2 0.3 0.7 0.39 0.84
TKEODSLY 4.20781000407 2.26455879221 4.1 2.2 4.3 2.3 0.2 0.1 0.29 -0.36
ARVLMUBK 5.27753186886 3.05198591873 5.2 3.0 5.3 3.1 0.1 0.1 0.02 -0.30
KTBAFTCK 3.05203150825 0.969381866127 2.7 0.8 3.2 1.2 0.5 0.4 -0.45 -0.40
JAFIZKZW 2.44772364805 2.60905225811 2.3 2.4 2.7 3.0 0.4 0.6 -0.59 -0.57
HQBUMKTJ 3.11018765597 1.19485349067 3.0 1.0 3.2 1.4 0.2 0.4 -0.38 0.26
YJAAKGDS 4.20606124997 2.40633151748 4.1 2.3 4.3 2.5 0.2 0.2 -0.03 -0.58
APKVYEFU 3.35803870259 2.43345263856 3.3 2.4 3.5 2.5 0.2 0.1 0.40 0.43
ULKSLFTS 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.32 -0.01
ULCKSTGK 4.5662494497 2.72930768744 4.4 2.5 4.7 3.1 0.3 0.6 -0.48 0.01
ASEPXJYT 4.97314463127 3.05288132878 4.8 2.9 5.1 3.2 0.3 0.3 0.32 0.27
BBMHCYm0000 4.6490448117 4.19287446224 4.5 4.2 4.8 4.2 0.3 0.0 0.18 -0.00
KLVZNCBI 0.570598828093 -0.0763494826668 0.3 -0.5 1.3 0.3 1.0 0.8 -0.04 -0.50
BSUVWMBS 4.84165034942 3.01900689889 4.7 2.9 4.9 3.1 0.2 0.2 0.35 0.45
ABOZLAOE 3.36468840498 2.48236590228 3.3 2.4 4.3 2.6 1.0 0.2 -0.22 0.10
grc_DZFZHDZK 5.07401969733 5.16612948154 5.0 5.1 5.1 5.2 0.1 0.1 -0.03 0.07
DZFZHDZK 4.97078070206 4.23371023943 4.8 4.2 5.1 4.3 0.3 0.1 -0.02 0.07
tlc_NHIZECKK 1.01045809311 0.0043647746199 0.5 -0.5 1.8 0.6 1.3 1.1 0.08 -0.21
NHIZECKK 3.7427188113 3.24890801759 3.5 2.4 4.1 3.6 0.6 1.2 0.06 -0.37
VWXLMPCJ 5.34470165812 4.07327833635 5.0 3.2 6.0 4.2 1.0 1.0 -0.30 -0.81
ARQCZQDV 2.34601929976 0.263279704267 2.3 0.1 2.4 0.5 0.1 0.4 -0.28 -0.56
JWCFXTJT 2.24381635451 1.74027738967 2.2 1.5 2.3 2.1 0.1 0.6 0.39 -0.37
OKVNKYEA 3.89298836012 2.10834659458 3.7 2.0 4.0 2.2 0.3 0.2 -0.09 -0.38
ETCGBSWV 4.6940458171 2.57004817285 4.5 2.5 4.9 2.6 0.4 0.1 0.46 -0.16
